ASV	1CH	6	56	but the fields of the city, and the villages thereof, they gave to Caleb the son of Jephunneh.
ASV	1CH	6	57	And to the sons of Aaron they gave the cities of refuge, Hebron; Libnah also with its suburbs, and Jattir, and Eshtemoa with its suburbs,
ASV	1CH	6	58	and Hilen with its suburbs, Debir with its suburbs,
ASV	1CH	6	59	and Ashan with its suburbs, and Beth-shemesh with its suburbs;
ASV	1CH	6	60	and out of the tribe of Benjamin, Geba with its suburbs, and Allemeth with its suburbs, and Anathoth with its suburbs. All their cities throughout their families were thirteen cities.
ASV	1CH	6	61	And unto the rest of the sons of Kohath were given by lot, out of the family of the tribe, out of the half-tribe, the half of Manasseh, ten cities.
ASV	1CH	6	62	And to the sons of Gershom, according to their families, out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen cities.
ASV	1CH	6	63	Unto the sons of Merari were given by lot, according to their families, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun, twelve cities.
ASV	1CH	6	64	And the children of Israel gave to the Levites the cities with their suburbs.
ASV	1CH	6	65	And they gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities which are mentioned by name.
ASV	1CH	6	66	And some of the families of the sons of Kohath had cities of their borders out of the tribe of Ephraim.
ASV	1CH	6	67	And they gave unto them the cities of refuge, Shechem in the hill-country of Ephraim with its suburbs; Gezer also with its suburbs,
ASV	1CH	6	68	and Jokmeam with its suburbs, and Beth-horon with its suburbs,
ASV	1CH	6	69	and Aijalon with its suburbs, and Gath-rimmon with its suburbs;
